,Papel,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Patrim_Liq,Receita_Liquida_12m,EBIT_12m,Lucro_Liquido_12m,Receita_Liquida_3m,EBIT_3m,Lucro_Liquido_3m,Cart_de_Credito,Depositos,Result_Int_Financ_12m,Rec_Servicos_12m,Result_Int_Financ_3m,Rec_Servicos_3m
IGTA3,IGTA3,ON NM,IGUATEMI ON NM,Exploração de Imóveis,Exploração de Imóveis,33.13,2021-11-19,28.62,46.40,0,5851160000,7690070000,2021-09-30,176612000,1711,172,2051,805,083,404,-311,0.9%,1752,2696,1.0%,194,1924,52.8%,39.3%,47.2%,4.0%,5.1%,10.1%,562,097,010,7053990000,1454930000,1760050000,3293850000,1838920000,3398580000,726531000,285265000,341885000,209644000,88081000,-58747000,,,,,,
IGTI11,IGTI11,UNT N1,IGUATEMI S.A UNT N1,Exploração de Imóveis,Exploração de Imóveis,19.45,2022-01-25,15.03,21.15,46349300,5136920000,7075000000,2021-09-30,1848760000,3066,292,1960,706,071,354,-255,0.0%,1701,2699,1.0%,063,667,52.8%,36.0%,46.3%,3.6%,4.6%,9.5%,531,194,010,7251830000,1479620000,1785670000,3417690000,1938080000,1762140000,727631000,262091000,167568000,209921000,82763000,-62917000,,,,,,
IGTI3,IGTI3,ON N1,IGUATEMI S.A ON N1,Exploração de Imóveis,Exploração de Imóveis,3.16,2022-01-25,2.14,3.67,2536010,5842090000,7780170000,2021-09-30,1848760000,3486,332,2229,803,081,403,-290,0.2%,1871,2969,1.0%,009,095,52.8%,36.0%,46.3%,3.6%,4.6%,9.5%,531,194,010,7251830000,1479620000,1785670000,3417690000,1938080000,1762140000,727631000,262091000,167568000,209921000,82763000,-62917000,,,,,,
IGUA3,IGUA3,ON,CIA. IGUAÇU DE CAFÉ SOLÚVEL ON,,,8.15,2014-09-23,0.00,0.00,0,236782000,426523000,2014-06-30,29053000,-1252,-144,822,057,056,-065,-060,0.0%,580,1480,-7.4%,-065,-565,26.4%,6.9%,-4.5%,6.9%,7.6%,11.5%,034,-133,099,419968000,28274000,189857000,218015000,189741000,-164188000,417170000,28819000,-18913000,107502000,11316000,2056000,,,,,,
IGUA5,IGUA5,PNA,CIA. IGUAÇU DE CAFÉ SOLÚVEL PNA,,,7.98,2014-09-30,0.00,0.00,0,231843000,421584000,2014-06-30,29053000,-1226,-141,804,056,055,-064,-059,0.0%,573,1463,-7.4%,-065,-565,26.4%,6.9%,-4.5%,6.9%,7.6%,11.5%,034,-133,099,419968000,28274000,189857000,218015000,189741000,-164188000,417170000,28819000,-18913000,107502000,11316000,2056000,,,,,,
IGUA6,IGUA6,PNB,CIA. IGUAÇU DE CAFÉ SOLÚVEL PNB,,,8.07,2014-10-02,0.00,0.00,0,234458000,424199000,2014-06-30,29053000,-1240,-143,814,056,056,-064,-059,0.0%,577,1472,-7.4%,-065,-565,26.4%,6.9%,-4.5%,6.9%,7.6%,11.5%,034,-133,099,419968000,28274000,189857000,218015000,189741000,-164188000,417170000,28819000,-18913000,107502000,11316000,2056000,,,,,,
ILLS4,ILLS4,PN,LINHAS CIRCULO PN,,,100.01,2002-10-31,0.00,0.00,0,0,4020000,2004-03-31,0,000,000,-,-,-,-,-,0.0%,073,073,9.3%,000,000,35.6%,8.4%,-10.2%,7.2%,8.1%,36.1%,050,-022,086,76454000,112000,16915000,4132000,4020000,-18567000,65541800,5524420,-6700870,14014000,-491000,-3287000,,,,,,
ILMD3,ILMD3,ON,YARA BRASIL FERTILIZANTES S.A. ON,Químicos,Fertilizantes e Defensivos,29.00,2011-11-04,0.00,0.00,0,1730340000,1607450000,2011-09-30,59667000,1573,263,1413,068,139,570,753,0.0%,1313,1313,0.6%,184,1104,13.2%,4.8%,4.9%,9.9%,12.5%,16.7%,160,002,204,1240540000,133459000,811697000,10565000,-122894000,658715000,2531880000,122445000,109971000,897963000,42966000,43648000,,,,,,
ILMD4,ILMD4,PN,YARA BRASIL FERTILIZANTES S.A. PN,Químicos,Fertilizantes e Defensivos,30.00,2011-11-18,0.00,0.00,0,1790010000,1667120000,2011-09-30,59667000,1628,272,1462,071,144,589,779,0.0%,1362,1362,0.6%,184,1104,13.2%,4.8%,4.9%,9.9%,12.5%,16.7%,160,002,204,1240540000,133459000,811697000,10565000,-122894000,658715000,2531880000,122445000,109971000,897963000,42966000,43648000,,,,,,
IMBI3,IMBI3,ON,COMPANHIA DOCAS DE IMBITUBA ON,Transporte,Serviços de Apoio e Armazenagem,5.01,2016-11-22,0.00,0.00,0,175495000,189220000,2015-06-30,35029000,-4642,281,-9712,265902,052,-221,-037,0.0%,-10745,-10472,-57.2%,-011,179,31.8%,-2737.9%,-13821.2%,-0.5%,-0.5%,-6.0%,005,022,000,338909000,12000,4466000,13737000,13725000,62544000,66000,-1807000,-3781000,15000,-688000,-1006000,,,,,,
IMBI4,IMBI4,PN,COMPANHIA DOCAS DE IMBITUBA PN,Transporte,Serviços de Apoio e Armazenagem,3.50,2016-11-22,0.00,0.00,0,122602000,136326000,2015-06-30,35029000,-3243,196,-6785,185760,036,-154,-026,0.0%,-7741,-7544,-57.2%,-011,179,31.8%,-2737.9%,-13821.2%,-0.5%,-0.5%,-6.0%,005,022,000,338909000,12000,4466000,13737000,13725000,62544000,66000,-1807000,-3781000,15000,-688000,-1006000,,,,,,
IMCH3,IMCH3,ON NM,IMC HOLDINGS ON NM,Hoteis e Restaurantes,Restaurante e Similares,6.39,2015-03-30,0.00,0.00,0,539846000,930287000,2014-09-30,84483000,4183,059,1228,034,029,-949,-078,0.0%,662,2116,21.0%,015,1090,31.5%,2.7%,0.8%,2.4%,2.6%,1.4%,082,051,086,1865760000,75206000,250622000,465647000,390441000,920589000,1608110000,43955000,12906000,450306000,16984000,4314000,,,,,,
INEP3,INEP3,ON,INEPAR S/A ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,1.41,2022-01-25,1.10,3.79,1325950,245501000,1099150000,2021-09-30,174114000,-069,-010,-090,2921,017,-011,-006,0.0%,-428,-402,-36.4%,-204,-1471,-11.1%,-3251.5%,-4853.0%,-18.4%,-19.3%,13.9%,005,-033,001,1486230000,488000,123098000,854140000,853652000,-2561840000,8404000,-273258000,-355000000,2533000,-12123000,2586000,,,,,,
INEP4,INEP4,PN,INEPAR S/A PN,Máquinas e Equipamentos,Máq. e Equip. Industriais,1.39,2022-01-25,1.00,3.88,1029270,242018000,1095670000,2021-09-30,174114000,-068,-009,-089,2880,016,-011,-006,0.0%,-426,-401,-36.4%,-204,-1471,-11.1%,-3251.5%,-4853.0%,-18.4%,-19.3%,13.9%,005,-033,001,1486230000,488000,123098000,854140000,853652000,-2561840000,8404000,-273258000,-355000000,2533000,-12123000,2586000,,,,,,
INHA3,INHA3,ON,GAFISA ON,Construção Civil,Incorporações,0.00,1899-12-30,0.00,0.00,0,0,735423000,2021-09-30,337446000,000,000,-,-,-,-,-,0.0%,529,593,5.9%,000,000,25.1%,10.5%,5.2%,3.0%,3.5%,3.5%,244,067,028,4143860000,454154000,2894250000,1189580000,735423000,1765520000,1176020000,123960000,61241000,166754000,31790000,6187000,,,,,,
INTB3,INTB3,ON NM,INTELBRAS ON NM,Computadores e Equipamentos,Computadores e Equipamentos,29.29,2022-01-25,16.91,33.12,28523600,9595730000,9049350000,2021-09-30,327611000,2038,523,3473,337,305,598,756,0.6%,2909,3275,-,144,560,28.7%,9.7%,16.5%,8.8%,17.4%,25.7%,268,022,091,3148290000,952075000,2563610000,405699000,-546376000,1834640000,2851610000,276322000,470766000,758978000,82370000,89229000,,,,,,
IRBR3,IRBR3,ON NM,IRBBRASIL RE ON NM,Previdência e Seguros,Seguradoras,3.28,2022-01-25,3.16,7.67,47757500,4158680000,-,2021-09-30,1267890000,-446,103,-275,051,017,-,-,0.0%,-,-,0.1%,-074,317,0.2%,-18.5%,-11.4%,-6.3%,-,-23.2%,-,-,034,23892000000,0,0,0,0,4025520000,8182110000,-1514040000,-932052000,2053110000,-700784000,-155701000,,,,,,
ITEC3,ITEC3,ON,ITAUTEC PHILCO SA - GRUPO ITAUTEC PHILCO ON,Computadores e Equipamentos,Computadores e Equipamentos,40.10,2019-05-28,40.10,57.39,0,443987000,423415000,2019-06-30,11072000,-3512,2204,-2600,261169,922,2542,-6891,0.0%,-2956,-2480,-74.8%,-114,182,-121.2%,-10044.7%,-7435.9%,-35.4%,-63.1%,-62.8%,523,-,000,48178000,20572000,21592000,0,-20572000,20143000,170000,-17076000,-12641000,15000,-2389000,-2170000,,,,,,
ITSA3,ITSA3,ON N1,ITAÚSA ON N1,Intermediários Financeiros,Bancos,9.89,2022-01-25,9.08,11.69,1578450,87342100000,91599100000,2021-09-30,8831360000,744,140,6504,1118,108,3080,-1251,4.9%,4440,6820,10.1%,133,709,34.5%,17.2%,162.0%,1.7%,1.8%,18.8%,159,013,010,81007000000,3929000000,7626000000,8186000000,4257000000,62602000000,7813000000,1343000000,11744000000,2177000000,384000000,2361000000,,,,,,
ITSA4,ITSA4,PN N1,ITAÚSA PN N1,Intermediários Financeiros,Bancos,9.74,2022-01-25,8.79,11.10,253869000,86017400000,90274400000,2021-09-30,8831360000,732,137,6405,1101,106,3033,-1232,5.0%,4376,6722,10.1%,133,709,34.5%,17.2%,162.0%,1.7%,1.8%,18.8%,159,013,010,81007000000,3929000000,7626000000,8186000000,4257000000,62602000000,7813000000,1343000000,11744000000,2177000000,384000000,2361000000,,,,,,
ITUB3,ITUB3,ON N1,ITAUUNIBANCO ON N1,Intermediários Financeiros,Bancos,21.13,2022-01-25,18.01,23.45,19481200,207161000000,-,2021-09-30,9804140000,792,151,-,-,-,-,-,4.1%,-,-,-35.6%,267,1395,-,-,0.0%,0.0%,-,19.1%,-,-,-,216468000000,,,,,136812000000,,,26152000000,,,5723000000,0,0,410000000,0,-223000000,0
ITUB4,ITUB4,PN N1,ITAUUNIBANCO PN N1,Intermediários Financeiros,Bancos,24.11,2022-01-25,19.99,27.01,740470000,236378000000,-,2021-09-30,9804140000,904,173,-,-,-,-,-,3.6%,-,-,-35.6%,267,1395,-,-,0.0%,0.0%,-,19.1%,-,-,-,216468000000,,,,,136812000000,,,26152000000,,,5723000000,0,0,410000000,0,-223000000,0
IVTT3,IVTT3,ON NM,BHG ON NM,Exploração de Imóveis,Exploração de Imóveis,0.00,,0.00,0.00,0,0,-,2015-03-31,62141400,000,000,-,-,-,-,-,0.0%,-,-,20.7%,000,000,-,-,0.0%,0.0%,-,-0.4%,-,-,-,1387870000,99506000,166114000,212154000,112648000,1083050000,328519000,50072000,-4361000,68479000,-2673000,-10915000,,,,,,
JALL3,JALL3,ON NM,JALLESMACHAD ON NM,Alimentos Processados,Açucar e Alcool,9.76,2022-01-25,7.20,10.51,6722290,2876240000,3545000000,2021-09-30,294697000,1266,238,459,222,081,251,-592,3.0%,347,565,-,077,409,62.3%,48.3%,17.5%,17.6%,25.5%,18.8%,259,141,036,3560260000,1033190000,1868240000,1701950000,668760000,1206520000,1297490000,627290000,227213000,333995000,166246000,-10237000,,,,,,
JBDU3,JBDU3,ON,B TECH EQI ON,Outros,Outros,0.00,,0.00,0.00,0,0,-,2021-06-30,20077000,000,000,-,-,-,-,-,0.0%,-,-,-,000,000,-,-,-,0.0%,-,-,-,-,-,190086000,1000,67000,6552000,6551000,58673000,0,-1618000,0,0,-93000,0,,,,,,
JBSS3,JBSS3,ON NM,JBS ON NM,Alimentos Processados,Carnes e Derivados,36.14,2022-01-25,21.82,38.19,341091000,85791600000,145673000000,2021-09-30,2373870000,476,184,320,026,044,312,-129,8.8%,411,543,19.4%,760,1961,17.7%,8.1%,5.5%,13.7%,18.6%,38.7%,153,181,168,196027000000,24479000000,79367900000,84360300000,59881200000,46554500000,329563000000,26838900000,18032900000,92625300000,10806400000,7585570000,,,,,,
JFAB4,JFAB4,PN,JARAGUA FABRIL PN,,,0.06,2003-06-04,0.00,0.00,0,0,9099000,2002-09-30,0,000,000,-,-,-,-,-,0.0%,-11233,-11233,-,000,000,-,-,0.0%,-0.9%,-,2.3%,-,-,-,9239000,1000,669000,9100000,9099000,-10183000,0,-81000,-238000,0,-29000,-37000,,,,,,
JFEN3,JFEN3,ON,JOÃO FORTES ENGENHARIA S.A. ON,Construção Civil,Incorporações,1.07,2022-01-25,0.93,6.50,949959,112568000,682074000,2021-09-30,105204000,-063,-023,-111,-1060,009,-082,-015,0.0%,-681,-670,-18.8%,-169,-460,181.2%,958.8%,1698.5%,-8.2%,-8.8%,36.8%,088,-122,-001,1244550000,18588000,1054180000,588094000,569506000,-483667000,-10615000,-101778000,-178040000,-7032000,-22257000,-53790000,,,,,,
JHSF3,JHSF3,ON NM,JHSF Part ON NM,Construção Civil,Incorporações,5.82,2022-01-25,4.58,7.70,23878500,3993830000,5085660000,2021-09-30,686224000,434,090,356,208,050,268,-322,6.8%,434,453,52.1%,134,647,70.9%,58.5%,47.7%,14.0%,15.9%,20.7%,287,043,024,8041160000,839012000,2289230000,1930850000,1091840000,4443130000,1918730000,1122740000,919470000,476375000,244587000,213974000,,,,,,
JOPA3,JOPA3,ON,JOSAPAR S/A ON,Alimentos Processados,Alimentos Diversos,27.00,2022-01-24,27.00,38.98,6851,285714000,718478000,2021-09-30,10582000,1730,052,486,015,013,035,367,3.2%,949,1223,15.1%,156,5176,19.4%,3.1%,1.3%,2.7%,4.1%,3.0%,212,195,086,2190310000,634803000,1539550000,1067570000,432764000,547682000,1878540000,58760000,16512000,629730000,37779000,13436000,,,,,,
JOPA4,JOPA4,PN,JOSAPAR S/A PN,Alimentos Processados,Alimentos Diversos,35.00,2022-01-10,34.11,73.93,649,370370000,803134000,2021-09-30,10582000,2243,068,630,020,017,046,476,2.7%,1061,1367,15.1%,156,5176,19.4%,3.1%,1.3%,2.7%,4.1%,3.0%,212,195,086,2190310000,634803000,1539550000,1067570000,432764000,547682000,1878540000,58760000,16512000,629730000,37779000,13436000,,,,,,
JPSA3,JPSA3,ON,IGUATEMI S.A ON,Exploração de Imóveis,Exploração de Imóveis,29.02,2021-11-19,21.43,36.68,7666510,3395950000,5334030000,2021-09-30,117021000,2027,193,1296,467,047,234,-168,0.3%,1283,2035,1.0%,143,1506,52.8%,36.0%,46.3%,3.6%,4.6%,9.5%,531,194,010,7251830000,1479620000,1785670000,3417690000,1938080000,1762140000,727631000,262091000,167568000,209921000,82763000,-62917000,,,,,,
JSLG3,JSLG3,ON NM,JULIO SIMOES ON NM,Transporte,Transporte Rodoviário,6.87,2022-01-25,6.43,12.38,3398290,1967780000,4628740000,2021-09-30,286431000,797,146,2123,388,032,212,-068,3.4%,1449,4993,-41.1%,086,470,-47.6%,18.3%,49.0%,1.5%,1.7%,18.4%,188,232,008,6227530000,461654000,1979260000,3122610000,2660960000,1345200000,507662000,92709000,247016000,1177680000,124004000,83080000,,,,,,
KEPL3,KEPL3,ON,KEPLER WEBER SA ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,36.04,2022-01-25,28.70,45.94,8981730,1093850000,717215000,2021-09-30,30351000,1203,159,876,103,082,303,370,29.5%,470,575,14.7%,300,2264,22.8%,11.8%,8.6%,9.4%,16.2%,13.2%,162,009,079,1333580000,438852000,942380000,62217000,-376635000,687143000,1057430000,124830000,90909000,330467000,57585000,41133000,,,,,,
KLBN11,KLBN11,UNT N2,KLABIN UNT N2,Madeira e Papel,Papel e Celulose,24.13,2022-01-25,22.02,30.70,135269000,27112000000,47061600000,2021-09-30,5617890000,818,502,620,178,066,313,-134,1.5%,677,1076,15.2%,295,480,42.3%,28.8%,23.4%,10.7%,14.9%,61.4%,260,535,037,40836100000,8953220000,14075300000,28902900000,19949700000,5398000000,15192500000,4375590000,3313760000,4358230000,1652680000,963797000,,,,,,
KLBN3,KLBN3,ON N2,KLABIN ON N2,Madeira e Papel,Papel e Celulose,5.60,2022-01-25,5.38,6.56,607010,31460200000,51409900000,2021-09-30,5617890000,949,583,719,207,077,363,-155,1.3%,740,1175,15.2%,059,096,42.3%,28.8%,23.4%,10.7%,14.9%,61.4%,260,535,037,40836100000,8953220000,14075300000,28902900000,19949700000,5398000000,15192500000,4375590000,3313760000,4358230000,1652680000,963797000,,,,,,
KLBN4,KLBN4,PN N2,KLABIN PN N2,Madeira e Papel,Papel e Celulose,4.63,2022-01-25,4.13,6.05,2578000,26010800000,45960500000,2021-09-30,5617890000,785,482,594,171,064,300,-128,1.6%,661,1050,15.2%,059,096,42.3%,28.8%,23.4%,10.7%,14.9%,61.4%,260,535,037,40836100000,8953220000,14075300000,28902900000,19949700000,5398000000,15192500000,4375590000,3313760000,4358230000,1652680000,963797000,,,,,,
KROT11,KROT11,UNT N2,COGNA UNT N2,Diversos,Serviços Educacionais,40.00,2012-12-04,0.00,0.00,0,10723500000,16770700000,2021-09-30,1876610000,-234,085,-4930,250,037,390,-146,0.0%,3010,-7711,-5.6%,-1706,4729,64.3%,-5.1%,-107.2%,-0.8%,-0.9%,-36.1%,154,073,015,28898600000,3168250000,7843680000,9215440000,6047190000,12679000000,4293490000,-217499000,-4574080000,1022440000,-96789000,-370222000,,,,,,
KROT4,KROT4,PN N2,COGNA PN N2,Diversos,Serviços Educacionais,5.12,2012-11-30,0.00,0.00,0,9608220000,15655400000,2021-09-30,1876610000,-210,076,-4418,224,033,350,-131,0.0%,2810,-7198,-5.6%,-244,676,64.3%,-5.1%,-107.2%,-0.8%,-0.9%,-36.1%,154,073,015,28898600000,3168250000,7843680000,9215440000,6047190000,12679000000,4293490000,-217499000,-4574080000,1022440000,-96789000,-370222000,,,,,,
KRSA3,KRSA3,ON NM,KORA SAUDE ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,4.30,2022-01-25,4.08,8.15,867207,3298430000,4236940000,2021-09-30,767078000,000,267,-,-,087,594,-241,0.0%,-,-,-,000,161,-,-,-,0.0%,-,-,192,129,-,3778600000,652741000,1156180000,1591250000,938507000,1234890000,0,0,0,324464000,48706000,-16299000,,,,,,
KSSA3,KSSA3,ON NM,KLABINSEGALL ON NM,Construção Civil,Incorporações,5.33,2010-02-11,0.00,0.00,0,776612000,1700550000,2010-06-30,145706000,1466,140,562,092,041,172,673,0.0%,1230,1230,40.7%,036,380,24.5%,16.3%,8.4%,7.2%,7.7%,9.6%,147,180,044,1914810000,70994000,1416360000,994927000,923933000,553026000,848076000,138307000,52972000,248977000,65381000,33038000,,,,,,
LAME3,LAME3,ON,LOJAS AMERICANAS S.A. ON,Comércio,Produtos Diversos,6.62,2022-01-21,4.37,10.68,21032200,12465500000,19075600000,2021-09-30,1883010000,2122,191,740,048,029,120,-437,0.0%,549,1132,9.7%,031,346,32.9%,6.5%,2.5%,3.9%,6.5%,9.0%,172,254,059,43736200000,9911190000,24815300000,16521300000,6610070000,6514640000,25896600000,1684810000,587572000,6277260000,311215000,95397000,,,,,,
LAME4,LAME4,PN,LOJAS AMERICANAS S.A. PN,Comércio,Produtos Diversos,6.55,2022-01-21,4.64,11.99,132219000,12333700000,18943800000,2021-09-30,1883010000,2099,189,732,048,028,119,-432,0.0%,546,1124,9.7%,031,346,32.9%,6.5%,2.5%,3.9%,6.5%,9.0%,172,254,059,43736200000,9911190000,24815300000,16521300000,6610070000,6514640000,25896600000,1684810000,587572000,6277260000,311215000,95397000,,,,,,
LAND3,LAND3,ON NM,TERRASANTAPA ON NM,Agropecuária,Agricultura,0.00,,0.00,0.00,0,0,-,2022-01-26,96227000,000,000,-,-,-,-,-,0.0%,-,-,-,000,000,-,-,-,0.0%,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
LATM11,LATM11,DR3 ED,LATAM AIRLN DR3 ED,Transporte,Transporte Aéreo,28.65,2013-08-30,0.00,0.00,0,184420000,28499800000,2016-03-31,6437000,-068,002,005,001,000,-002,-000,0.0%,774,774,16.7%,-4189,176433,22.2%,11.5%,-0.4%,5.6%,6.5%,-2.4%,049,292,048,66308900000,4885480000,9830010000,33200900000,28315400000,11357000000,32127900000,3681770000,-269634000,8718520000,839929000,398836000,,,,,,
LATS3,LATS3,ON,REXAM BEVERAGE CAN SOUTH AMERICA ON,,,22.00,2004-05-14,0.00,0.00,0,0,146238000,2004-03-31,0,000,000,-,-,-,-,-,0.0%,127,127,15.4%,000,000,17.3%,11.7%,1.3%,9.4%,11.6%,1.8%,167,039,080,1221440000,121153000,473370000,267391000,146238000,680646000,982323000,115276000,12527000,245859000,40930000,22379000,,,,,,
LAVV3,LAVV3,ON NM,LAVVI ON NM,Construção Civil,Incorporações,5.48,2022-01-25,4.56,8.08,5199500,1140890000,542860000,2021-09-30,208191000,552,084,550,168,059,111,138,12.8%,261,261,-,099,655,41.6%,30.6%,34.8%,10.7%,16.2%,15.2%,442,004,035,1943040000,651600000,1330310000,53573000,-598027000,1362660000,679091000,207618000,206657000,149328000,42111000,45634000,,,,,,
LCAM3,LCAM3,ON NM,LOCAMERICA ON NM,Diversos,Aluguel de carros,24.82,2022-01-25,19.65,29.44,73583900,12626700000,18888700000,2021-09-30,508729000,1367,265,756,192,083,2654,-171,1.6%,865,1131,59.1%,182,938,36.6%,25.4%,14.1%,11.0%,13.8%,19.3%,119,169,043,15189700000,1791230000,3033760000,8053280000,6262050000,4772960000,6566090000,1670230000,923445000,1643530000,495352000,267286000,,,,,,
LCSA3,LCSA3,ON,NÃO CONSTA ON,,,12.50,2010-02-12,0.00,0.00,0,30665700000,30796200000,2009-09-30,2453260000,-12023,-8122,-18018,2840,4464,-7205,-3441,0.0%,-18095,-18095,6354.1%,-010,-015,14.1%,-15.8%,-23.6%,-24.8%,-28.7%,67.6%,029,-035,157,686985000,2821000,173456000,133360000,130539000,-377568000,1079590000,-170197000,-255053000,185376000,-28427000,-71150000,,,,,,
LCSA4,LCSA4,PN,NÃO CONSTA PN,,,35.09,2010-01-14,0.00,0.00,0,86084700000,86215300000,2009-09-30,2453260000,-33752,-22800,-50580,7974,12531,-20227,-9661,0.0%,-50656,-50656,6354.1%,-010,-015,14.1%,-15.8%,-23.6%,-24.8%,-28.7%,67.6%,029,-035,157,686985000,2821000,173456000,133360000,130539000,-377568000,1079590000,-170197000,-255053000,185376000,-28427000,-71150000,,,,,,
LECO3,LECO3,ON,LECO ON,,,0.00,1899-12-30,0.00,0.00,0,0,21389000,2008-09-30,145000000,000,000,-,-,-,-,-,0.0%,-300,-300,3.6%,000,000,11.2%,-2.1%,-4.7%,-3.1%,-3.5%,-14.8%,082,020,145,229063000,265000,56243000,21654000,21389000,105928000,332595000,-7130000,-15702000,85060000,-1930000,-3438000,,,,,,
LECO4,LECO4,PN,LECO PN,,,1.46,2009-02-20,0.00,0.00,0,211700000,233089000,2008-09-30,145000000,-1348,200,-2969,064,092,-1684,-316,0.0%,-3269,-3269,3.6%,-011,073,11.2%,-2.1%,-4.7%,-3.1%,-3.5%,-14.8%,082,020,145,229063000,265000,56243000,21654000,21389000,105928000,332595000,-7130000,-15702000,85060000,-1930000,-3438000,,,,,,
LETO3,LETO3,ON,MITTO ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,0.80,2006-07-19,0.00,0.00,0,3203160,5484160,2008-03-31,4003950000,-032,-005,-,-,010,-,-,0.0%,-,-,-17.4%,-250,-1465,-,-,0.0%,0.0%,-,17.0%,-,-,-,33295000,144000,14633000,2425000,2281000,-58642000,0,0,-9996000,4160000,1135000,-881000,,,,,,
LETO5,LETO5,PNA,MITTO PNA,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,2.06,2008-06-26,0.00,0.00,0,8248140,10529100,2008-03-31,4003950000,-083,-014,-,-,025,-,-,0.0%,-,-,-17.4%,-250,-1465,-,-,0.0%,0.0%,-,17.0%,-,-,-,33295000,144000,14633000,2425000,2281000,-58642000,0,0,-9996000,4160000,1135000,-881000,,,,,,
LEVE3,LEVE3,ON,MAHLE METAL LEVE ON,Automóveis e Motocicletas,Automóveis e Motocicletas,32.14,2022-01-25,16.59,42.61,12275500,4123850000,4068460000,2021-09-30,128309000,768,240,611,120,141,502,995,2.9%,524,602,7.8%,418,1340,29.1%,19.6%,15.6%,23.1%,29.2%,31.2%,203,014,118,2918550000,294891000,1616630000,239496000,-55395000,1719860000,3450250000,675475000,536946000,949478000,167088000,139830000,,,,,,
LEVE4,LEVE4,PN,MAHLE METAL LEVE PN,Automóveis e Motocicletas,Automóveis e Motocicletas,44.49,2011-01-07,0.00,0.00,0,5708470000,5653070000,2021-09-30,128309000,1063,332,845,165,196,695,1378,0.0%,728,837,7.8%,418,1340,29.1%,19.6%,15.6%,23.1%,29.2%,31.2%,203,014,118,2918550000,294891000,1616630000,239496000,-55395000,1719860000,3450250000,675475000,536946000,949478000,167088000,139830000,,,,,,
LFFE3,LFFE3,ON,LA FONTE TELECOM S/A ON,,,3.11,2017-07-27,0.00,0.00,0,169122000,142104000,2017-03-31,54380000,-392,326,-2118,-,288,-,-,0.0%,839,-1780,-,-079,095,-,-,0.0%,-13.6%,-,-83.1%,-,-,-,58775000,27018000,27435000,0,-27018000,51892000,0,-7984000,-43120000,0,-1397000,-1400000,,,,,,
LFFE4,LFFE4,PN,LA FONTE TELECOM S/A PN,,,3.89,2017-07-19,0.00,0.00,0,211538000,184520000,2017-03-31,54380000,-491,408,-2650,-,360,-,-,0.0%,1090,-2311,-,-079,095,-,-,0.0%,-13.6%,-,-83.1%,-,-,-,58775000,27018000,27435000,0,-27018000,51892000,0,-7984000,-43120000,0,-1397000,-1400000,,,,,,
LGLO4,LGLO4,PN,LIVRARIA DO GLOBO S/A PN,,,100.00,2004-06-25,0.00,0.00,0,3400000,5822000,2006-12-31,34000,-105,065,-124,022,019,-032,-032,0.0%,-213,-213,-11.4%,-9544,15268,38.8%,-18.1%,-21.5%,-15.4%,-18.4%,-62.5%,014,049,085,17729000,123000,1760000,2545000,2422000,5191000,15113000,-2735000,-3245000,2585000,251000,-218000,,,,,,
